www2.cs.put.poznan.pl,1,0,64577
bioinformatyka.edu.pl,3,0,67583
ocsp.digicert.com,1,83,471
www.bioinformatyka.edu.pl,38,0,215067
detectportal.firefox.com,3,0,8
cs.put.poznan.pl,1,0,62399
scratchpads.eu,4,6,47241
iczn.org,3,0,25686
